failure mode,unit number,"time, in cycles",sensor 1,sensor 2
2,63,105.0,149.41762,224.36487
2,63,106.0,157.66661,228.25899
2,63,107.0,163.08852,232.9186
2,63,108.0,163.27657,235.76466
2,63,109.0,159.71278,238.97255
2,63,110.0,160.84451,242.06873
2,63,111.0,166.4293,247.61653
2,63,112.0,175.22226,251.20744
2,63,113.0,180.17538,256.38373
2,63,114.0,181.35023,257.9308
2,63,115.0,178.7811,263.53424
2,63,116.0,179.23262,267.44333
2,63,117.0,184.47879,270.60468
2,63,118.0,192.66167,275.81326
2,63,119.0,199.82872,278.80026
2,63,119.24676,199.57533,279.06848
2,64,1.0,1.7521416,2.2543802
2,64,2.0,1.4069667,1.9505165
2,64,3.0,1.7543662,2.192719
2,64,4.0,1.4240794,1.7263774
2,64,5.0,2.1227858,3.0355108
2,64,6.0,2.9278452,3.9887297
2,64,7.0,4.9972925,5.4872613
2,64,8.0,2.0886765,5.7799754
2,64,9.0,2.9181118,4.687907
2,64,10.0,3.5548446,7.5095096
2,64,11.0,3.5892637,7.1688986
2,64,12.0,3.7662048,8.127693
2,64,13.0,3.70605,7.3807435
2,64,14.0,4.0373163,8.896972
2,64,15.0,4.5732503,11.146648
2,64,16.0,5.2458277,10.445133
2,64,17.0,4.5831914,11.766951
2,64,18.0,5.9247913,12.474628
2,64,19.0,8.183364,13.820415
2,64,20.0,8.131738,15.860084
2,64,21.0,7.1134496,16.030392
2,64,22.0,5.330966,16.79446
2,64,23.0,9.594696,17.101318
2,64,24.0,10.27697,19.772974
2,64,25.0,12.633809,21.137396
2,64,26.0,13.046827,22.49356
2,64,27.0,11.722019,21.514032
2,64,28.0,12.035599,24.654154
2,64,29.0,12.084616,26.634476
2,64,30.0,15.38586,27.218151
2,64,31.0,16.722368,29.625113
2,64,32.0,18.31455,30.708141
2,64,33.0,17.247038,34.024128
2,64,34.0,16.193953,33.347473
2,64,35.0,17.887836,35.248234
2,64,36.0,20.422527,38.056015
2,64,37.0,24.18783,39.138836
2,64,38.0,23.786966,40.55034
2,64,39.0,23.253044,43.3997
2,64,40.0,25.212877,44.65593
2,64,41.0,22.563196,45.165398
2,64,42.0,26.27892,47.39591
2,64,43.0,28.721766,51.02972
2,64,44.0,30.643965,50.054867
2,64,45.0,31.65319,52.168484
2,64,46.0,29.58154,55.286045
2,64,47.0,31.525618,57.07007
2,64,48.0,32.83356,60.343388
2,64,49.0,35.765182,62.66683
2,64,50.0,39.404713,62.2778
2,64,51.0,42.19801,66.89792
2,64,52.0,39.2019,68.89286
2,64,53.0,40.473595,71.525986
2,64,54.0,40.476646,71.354866
2,64,55.0,46.11689,75.27491
2,64,56.0,49.104206,77.45239
2,64,57.0,51.28572,79.923325
2,64,58.0,50.515285,80.96366
2,64,59.0,49.03792,83.63905
2,64,60.0,49.66315,86.68909
2,64,61.0,54.330704,88.49066
2,64,62.0,58.95843,91.16645
2,64,63.0,62.329475,94.03883
2,64,64.0,63.182873,97.37279
2,64,65.0,59.567368,98.96501
2,64,66.0,61.4796,102.082756
2,64,67.0,64.83914,104.9458
2,64,68.0,70.27162,105.94029
2,64,69.0,72.76801,110.02795
2,64,70.0,72.56888,112.74457
2,64,71.0,72.418945,114.76868
2,64,72.0,72.69869,118.94554
2,64,73.0,75.67895,119.52948
2,64,74.0,81.17656,123.69454
2,64,75.0,86.62551,127.84927
2,64,76.0,87.37236,129.44623
2,64,77.0,86.42761,132.5363
2,64,78.0,85.866165,135.76723
2,64,79.0,87.59611,138.6214
2,64,80.0,92.77023,141.94035
2,64,81.0,99.60539,145.85385
2,64,82.0,102.726234,148.45978
2,64,83.0,102.20443,151.76611
2,64,84.0,99.78187,153.7464
2,64,85.0,102.986206,158.76979
2,64,86.0,106.33539,160.8781
2,64,87.0,112.30245,163.95486
2,64,88.0,114.26154,167.7673
2,64,89.0,117.7603,170.44836
2,64,90.0,116.840355,173.99135
2,64,91.0,116.9367,178.32411
2,64,92.0,119.85956,180.71873
2,64,93.0,128.38612,183.71823
2,64,94.0,132.38623,187.55492
2,64,95.0,135.28732,190.56386
2,64,96.0,132.71068,195.81796
2,64,97.0,133.04573,198.84279
2,64,98.0,135.51662,202.19148
2,64,99.0,144.35748,205.60577
2,64,100.0,148.98044,209.55736
2,64,101.0,152.23358,213.50612
2,64,102.0,151.43636,217.11763
2,64,103.0,150.44069,220.20326
2,64,104.0,152.41069,224.36668
2,64,105.0,158.93384,227.73792
2,64,106.0,165.89166,232.78226
2,64,107.0,170.5292,235.94798
2,64,108.0,172.46158,237.93964
2,64,109.0,169.74992,242.5554
2,64,110.0,170.01245,248.17525
2,64,111.0,175.15968,251.72583
2,64,112.0,184.32611,256.3715
2,64,113.0,190.09364,259.81622
2,64,113.70008,192.32469,262.00208
2,65,1.0,2.9327514,0.86850107
2,65,2.0,3.0395396,2.509684
2,65,3.0,1.7730939,2.975336
2,65,4.0,1.5852547,2.4026792
2,65,5.0,3.681004,2.1668594
2,65,6.0,3.947983,2.486098
2,65,7.0,2.3293862,3.8534956
2,65,8.0,2.56494,3.7521396
2,65,9.0,2.6310453,4.40529
2,65,10.0,2.788718,5.3966985
2,65,11.0,4.277068,5.549384
2,65,12.0,5.416793,6.2986674
2,65,13.0,5.783276,7.3037586
2,65,14.0,4.6832094,7.183146
2,65,15.0,5.504249,8.930276
2,65,16.0,5.328185,8.268293
2,65,17.0,6.4126897,10.734955
2,65,18.0,6.7672825,10.860262
2,65,19.0,8.847985,14.116037
2,65,20.0,8.147261,14.727142
2,65,21.0,6.792928,15.186876
2,65,22.0,7.4058313,15.502382
2,65,23.0,8.331974,18.571209
2,65,24.0,10.960413,16.866205
2,65,25.0,10.379855,20.035065
2,65,26.0,12.089595,21.245705
2,65,27.0,12.565793,21.06579
2,65,28.0,11.278087,23.61312
2,65,29.0,14.064898,23.091772
2,65,30.0,13.334042,25.718143
2,65,31.0,15.711592,25.765215
2,65,32.0,19.097797,26.519974
2,65,33.0,17.195404,29.110386
2,65,34.0,15.363287,28.928366
2,65,35.0,16.20795,32.17743
2,65,36.0,19.141586,34.42167
2,65,37.0,22.333809,34.700745
2,65,38.0,25.6768,35.661484
2,65,39.0,23.55237,37.615826
2,65,40.0,22.247639,39.503372
2,65,41.0,22.822926,41.76362
2,65,42.0,25.486423,42.844826
2,65,43.0,28.68627,44.911156
2,65,44.0,31.01912,46.15885
2,65,45.0,30.84562,47.02654
2,65,46.0,31.268412,48.93176
2,65,47.0,27.998396,50.88352
2,65,48.0,31.215628,52.77126
2,65,49.0,36.66015,55.86652
2,65,50.0,39.91198,56.35408
2,65,51.0,37.911648,58.103413
2,65,52.0,38.31429,60.479614
2,65,53.0,37.649208,62.1847
2,65,54.0,39.320885,63.643555
2,65,55.0,43.586445,67.31097
2,65,56.0,46.69978,67.90247
2,65,57.0,48.643143,69.744644
2,65,58.0,48.379536,72.69225
2,65,59.0,46.396873,73.136
2,65,60.0,47.430004,77.725624
2,65,61.0,51.8133,77.76237
2,65,62.0,55.308575,81.82556
2,65,63.0,58.387493,82.29108
2,65,64.0,58.678974,84.71583
2,65,65.0,55.939465,88.341095
2,65,66.0,57.072544,90.54876
2,65,67.0,60.536076,93.046036
2,65,68.0,66.20942,94.10629
2,65,69.0,70.36413,96.60719
2,65,70.0,69.44308,98.10407
2,65,71.0,67.98564,102.30924
2,65,72.0,67.673836,104.504135
2,65,73.0,69.30915,106.64137
2,65,74.0,74.84848,108.29647
2,65,75.0,80.09217,112.01825
2,65,76.0,80.97057,113.70895
2,65,77.0,80.381134,116.51496
2,65,78.0,78.0199,120.102684
2,65,79.0,79.61237,121.36123
2,65,80.0,86.51322,123.819855
2,65,81.0,92.3297,127.24776
2,65,82.0,96.34149,129.84846
2,65,83.0,93.026596,131.45784
2,65,84.0,91.96298,134.9434
2,65,85.0,93.31605,138.11102
2,65,86.0,98.35428,138.85907
2,65,87.0,104.43711,144.31436
2,65,88.0,108.83493,146.50798
2,65,89.0,109.222496,149.2909
2,65,90.0,106.7491,151.13913
2,65,91.0,106.98303,155.04272
2,65,92.0,111.08033,157.45573
2,65,93.0,116.47986,161.77533
2,65,94.0,122.02261,162.98502
2,65,95.0,124.2606,166.12108
2,65,96.0,122.785934,169.33316
2,65,97.0,121.67374,173.49214
2,65,98.0,125.35919,175.38992
2,65,99.0,131.7138,179.53317
2,65,100.0,138.51859,181.65987
2,65,101.0,140.9468,183.94453
2,65,102.0,138.9202,189.30074
2,65,103.0,138.04535,191.39244
2,65,104.0,139.84506,195.3232
2,65,105.0,146.04814,197.52016
2,65,106.0,152.99405,200.72404
2,65,107.0,158.46362,205.35442
2,65,108.0,156.25703,207.8014
2,65,109.0,155.16495,211.32347
2,65,110.0,155.15968,212.94698
2,65,111.0,160.7948,216.99316
2,65,112.0,169.05089,221.57092
2,65,113.0,175.52638,225.1145
2,65,114.0,177.30315,228.81929
2,65,115.0,173.67767,231.84918
2,65,116.0,172.81552,235.42093
2,65,117.0,178.28471,238.80664
2,65,118.0,186.72717,242.74384
2,65,119.0,191.1725,246.36476
2,65,120.0,196.98724,249.23793
2,65,121.0,192.98773,252.89467
2,65,121.98736,192.6526,256.43057
2,66,1.0,0.68499327,1.2669164
2,66,2.0,0.90018594,1.313632
2,66,3.0,1.5559347,3.0693247
2,66,4.0,1.9699552,3.2132068
2,66,5.0,5.0082073,2.6851177
2,66,6.0,5.0306845,3.2229972
2,66,7.0,4.1427073,3.7112317
2,66,8.0,4.1087637,4.7459903
2,66,9.0,3.49941,5.535058
2,66,10.0,4.9792924,5.866408
2,66,11.0,5.870799,6.2819242
2,66,12.0,5.8466067,8.157751
2,66,13.0,8.075409,8.865643
2,66,14.0,7.895788,8.977781
2,66,15.0,5.6939626,10.464964
2,66,16.0,6.5890603,10.510166
2,66,17.0,6.0369143,11.784155
2,66,18.0,10.553786,13.49181
2,66,19.0,11.402675,13.469167
2,66,20.0,9.876621,16.83645
2,66,21.0,8.272148,17.50718
2,66,22.0,9.217658,18.599482
2,66,23.0,10.949353,19.278748
2,66,24.0,12.1410265,20.20689
2,66,25.0,15.297907,22.516611
2,66,26.0,16.413845,22.704865
2,66,27.0,14.578284,24.73806
2,66,28.0,13.506184,26.393873
2,66,29.0,15.598114,26.875202
2,66,30.0,18.062088,29.301477
2,66,31.0,22.072409,31.367903
2,66,32.0,20.746258,32.620678
2,66,33.0,20.996515,35.79999
2,66,34.0,21.681149,35.686043
2,66,35.0,22.669907,37.841354
2,66,36.0,24.354416,40.12571
2,66,37.0,27.479246,42.388622
2,66,38.0,29.914852,43.295567
2,66,39.0,29.66565,46.32825
2,66,40.0,29.011845,46.478905
2,66,41.0,28.32948,49.156124
2,66,42.0,31.733139,52.633526
2,66,43.0,35.39598,53.773445
2,66,44.0,38.068405,55.183723
2,66,45.0,39.32274,58.59776
2,66,46.0,37.144337,60.91327
2,66,47.0,37.6161,62.626556
2,66,48.0,38.694107,66.57828
2,66,49.0,44.223297,68.08853
2,66,50.0,47.182762,69.80313
2,66,51.0,48.799797,71.49645
2,66,52.0,48.410458,74.3221
2,66,53.0,47.732174,77.136635
2,66,54.0,48.6387,80.73577
2,66,55.0,54.39991,82.21498
2,66,56.0,58.9003,84.027565
2,66,57.0,60.434345,88.08806
2,66,58.0,60.218834,90.77433
2,66,59.0,58.013405,93.42706
2,66,60.0,61.978607,96.1778
2,66,61.0,63.925358,98.544235
2,66,62.0,70.11977,100.55762
2,66,63.0,71.40577,103.85855
2,66,64.0,72.592834,106.41937
2,66,65.0,71.60355,109.483055
2,66,66.0,72.574425,112.3427
2,66,67.0,75.49936,114.608925
2,66,68.0,81.82746,118.7187
2,66,69.0,86.77786,122.064606
2,66,70.0,87.680016,124.893585
2,66,71.0,86.26305,128.31076
2,66,72.0,84.17811,131.56749
2,66,73.0,89.32503,134.04578
2,66,74.0,95.09525,137.40392
2,66,75.0,100.983185,141.56332
2,66,76.0,103.068405,143.15735
2,66,77.0,101.67437,147.4782
2,66,78.0,101.5345,150.43927
2,66,79.0,103.48499,154.45157
2,66,80.0,109.140594,157.57208
2,66,81.0,116.24187,161.75374
2,66,82.0,119.80508,164.14075
2,66,83.0,119.3506,167.32974
2,66,84.0,118.8359,171.83708
2,66,85.0,119.62452,175.01338
2,66,86.0,124.88122,177.56296
2,66,87.0,131.73428,182.4731
2,66,88.0,137.45122,186.95825
2,66,89.0,138.95819,190.18669
2,66,90.0,137.18663,193.52638
2,66,91.0,137.48518,197.86803
2,66,92.0,142.95453,201.45248
2,66,93.0,149.29272,205.43237
2,66,94.0,155.17377,209.0896
2,66,95.0,157.37614,214.16383
2,66,96.0,153.5965,216.84682
2,66,97.0,155.92844,221.09653
2,66,98.0,157.73055,225.42546
2,66,99.0,167.6118,229.44743
2,66,100.0,173.99713,233.86246
2,66,101.0,177.65347,238.14606
2,66,102.0,176.0937,242.45056
2,66,103.0,177.65501,246.00436
2,66,104.0,179.94075,250.11176
2,66,105.0,186.3769,254.49292
2,66,106.0,194.0859,259.36014
2,66,107.0,198.29738,263.41724
2,66,108.0,200.4988,268.16888
2,66,109.0,197.31001,272.97858
2,66,110.0,198.58241,277.82117
2,66,111.0,205.5571,283.22266
2,66,112.0,216.2598,287.4974
2,66,113.0,221.89767,290.93277
2,66,114.0,223.58531,295.12787
2,66,115.0,222.38432,298.62143
2,66,116.0,222.74687,305.4084
2,66,116.663956,225.22105,308.03088
2,67,1.0,2.892903,1.711006
2,67,2.0,1.8758082,1.1503739
2,67,3.0,1.6368175,3.1504734
2,67,4.0,1.7279154,2.2715735
2,67,5.0,2.2610343,1.4677674
2,67,6.0,1.9935532,4.1856394
2,67,7.0,2.4641669,3.96471
2,67,8.0,2.8296978,4.998085
2,67,9.0,0.60273075,5.562083
2,67,10.0,1.3168678,6.5309334
2,67,11.0,1.5619975,7.8965116
2,67,12.0,3.2075868,6.4680557
2,67,13.0,3.8112507,7.44579
2,67,14.0,5.31922,9.968878
2,67,15.0,3.4202273,10.740376
2,67,16.0,2.3385875,11.4869585
2,67,17.0,6.0313506,13.12009
2,67,18.0,6.477881,13.0405655
2,67,19.0,8.275546,14.371997
2,67,20.0,7.4417415,16.231264
2,67,21.0,7.0352015,16.932186
2,67,22.0,6.926312,18.867823
2,67,23.0,8.173287,18.352573
2,67,24.0,9.909815,21.161774
2,67,25.0,12.596386,22.437025
2,67,26.0,13.648373,24.550247
2,67,27.0,11.730639,25.24326
2,67,28.0,10.192309,27.040926
2,67,29.0,12.408976,28.456654
2,67,30.0,13.967901,29.927038
2,67,31.0,14.469144,30.265465
2,67,32.0,16.62135,32.765926
2,67,33.0,16.567327,33.719482
2,67,34.0,14.626044,37.928417
2,67,35.0,17.326513,38.90177
2,67,36.0,19.2962,40.18139
2,67,37.0,22.876524,41.99909
2,67,38.0,23.555502,44.569935
2,67,39.0,20.886946,45.789154
2,67,40.0,22.302319,48.133663
2,67,41.0,22.007683,51.1394
2,67,42.0,24.06544,51.83947
2,67,43.0,29.804985,53.79934
2,67,44.0,30.305246,56.76983
2,67,45.0,29.44208,59.167423
2,67,46.0,30.208189,61.062508
2,67,47.0,29.292358,63.84172
2,67,48.0,31.05138,66.397644
2,67,49.0,35.48676,67.73945
2,67,50.0,38.467815,70.44964
2,67,51.0,40.08527,73.77411
2,67,52.0,39.15652,75.15163
2,67,53.0,37.480946,77.33981
2,67,54.0,39.608276,80.908325
2,67,55.0,43.12517,82.23915
2,67,56.0,46.16763,86.647545
2,67,57.0,49.947372,87.25114
2,67,58.0,47.90233,90.88565
2,67,59.0,49.06734,94.738556
2,67,60.0,48.22169,95.68406
2,67,61.0,51.981174,100.2739
