failure mode,unit number,"time, in cycles",sensor 1,sensor 2
1,2,65.0,45.074642,99.06659
1,2,66.0,47.57138,100.70892
1,2,66.86067,47.537613,102.75212
1,3,1.0,1.0372901,2.6142507
1,3,2.0,2.0120914,2.5913627
1,3,3.0,0.725758,1.9666344
1,3,4.0,0.93396705,2.624636
1,3,5.0,1.4517229,3.8825078
1,3,6.0,0.96020997,3.5740807
1,3,7.0,1.7165728,5.4058814
1,3,8.0,2.3978038,4.006183
1,3,9.0,1.228786,6.242689
1,3,10.0,1.5851161,6.1782317
1,3,11.0,1.8127995,7.854345
1,3,12.0,2.26994,9.17566
1,3,13.0,2.9283903,9.212022
1,3,14.0,3.5446858,11.451418
1,3,15.0,3.1684427,11.563747
1,3,16.0,5.3281784,11.935991
1,3,17.0,3.0410771,13.126921
1,3,18.0,4.886171,15.439117
1,3,19.0,4.1211057,16.927458
1,3,20.0,4.720267,18.595488
1,3,21.0,5.699304,20.431734
1,3,22.0,6.4284163,19.071918
1,3,23.0,5.7146363,23.502409
1,3,24.0,7.727718,24.630634
1,3,25.0,6.2239523,26.36239
1,3,26.0,8.317899,27.299742
1,3,27.0,7.619468,28.958271
1,3,28.0,8.106159,28.340187
1,3,29.0,8.168353,32.215454
1,3,30.0,9.159155,33.813942
1,3,31.0,10.143804,37.100464
1,3,32.0,10.803341,37.00337
1,3,33.0,11.4334135,39.536366
1,3,34.0,12.5303335,40.55491
1,3,35.0,12.870757,43.887882
1,3,36.0,12.485823,46.554367
1,3,37.0,13.027191,48.284233
1,3,38.0,14.451084,50.160202
1,3,39.0,15.877902,52.38401
1,3,40.0,16.766596,53.56428
1,3,41.0,17.254847,56.798977
1,3,42.0,18.23714,58.9021
1,3,43.0,18.659931,60.57319
1,3,44.0,19.591305,64.615425
1,3,45.0,20.377295,65.73916
1,3,46.0,21.277891,68.89582
1,3,47.0,20.427591,70.977875
1,3,48.0,22.507633,74.05354
1,3,49.0,23.284216,78.540375
1,3,50.0,25.202457,78.59061
1,3,51.0,24.57567,81.71423
1,3,52.0,26.40059,85.50878
1,3,53.0,28.65308,86.93047
1,3,54.0,28.110126,88.41756
1,3,55.0,28.770277,92.8551
1,3,56.0,29.975325,96.65352
1,3,57.0,31.122252,98.60442
1,3,58.0,33.950924,102.08261
1,3,59.0,34.584515,105.19762
1,3,60.0,35.80297,108.55082
1,3,61.0,35.548058,111.977104
1,3,62.0,37.087555,113.114555
1,3,63.0,37.652954,119.07062
1,3,64.0,40.361458,121.336006
1,3,65.0,41.30052,124.365654
1,3,66.0,42.41659,127.566574
1,3,67.0,42.967094,131.39159
1,3,68.0,43.43876,134.86572
1,3,69.0,46.10631,137.84521
1,3,70.0,47.276604,141.9908
1,3,71.0,47.969593,145.03566
1,3,72.0,50.97947,149.04813
1,3,73.0,51.013668,151.35547
1,3,74.0,51.67824,154.66084
1,3,75.0,54.71849,160.71327
1,3,75.69273,55.438152,163.73389
1,4,1.0,2.8142993,1.6265638
1,4,2.0,3.0244665,0.68672264
1,4,3.0,0.9914174,2.4884682
1,4,4.0,1.7496958,2.3227708
1,4,5.0,2.152777,3.7522082
1,4,6.0,3.3931696,5.0949717
1,4,7.0,3.0716836,4.593382
1,4,8.0,2.8522942,4.41188
1,4,9.0,3.337237,6.1254673
1,4,10.0,2.3777542,4.504423
1,4,11.0,2.8685997,5.7429805
1,4,12.0,2.3445413,8.384014
1,4,13.0,2.8750434,9.809082
1,4,14.0,4.015479,8.915831
1,4,15.0,4.169512,11.09578
1,4,16.0,4.6497126,11.166877
1,4,17.0,6.251851,12.84803
1,4,18.0,4.65273,13.173023
1,4,19.0,6.02422,13.976614
1,4,20.0,4.3439856,16.297207
1,4,21.0,7.0253353,16.63683
1,4,22.0,6.5263762,18.877365
1,4,23.0,6.740238,18.32454
1,4,24.0,7.8407245,21.179937
1,4,25.0,8.340272,21.044199
1,4,26.0,8.585148,23.892727
1,4,27.0,8.881464,24.73996
1,4,28.0,10.756746,26.622501
1,4,29.0,10.725437,28.638287
1,4,30.0,10.85075,28.59968
1,4,31.0,11.331392,28.939701
1,4,32.0,10.772211,32.20013
1,4,33.0,12.845129,33.777565
1,4,34.0,13.443095,34.998905
1,4,35.0,15.021997,37.15875
1,4,36.0,14.393642,39.448128
1,4,37.0,14.61908,39.93336
1,4,38.0,15.027899,43.392265
1,4,39.0,16.978092,45.21774
1,4,40.0,16.975817,45.04639
1,4,41.0,18.34222,48.134525
1,4,42.0,17.634958,49.032963
1,4,43.0,19.142668,51.22816
1,4,43.865276,20.132109,53.150177
1,5,1.0,3.29335,1.908564
1,5,2.0,2.9074552,3.6499918
1,5,3.0,3.2588704,2.382798
1,5,4.0,2.7886333,4.4913974
1,5,5.0,3.489647,3.5649097
1,5,6.0,3.4936042,3.6284842
1,5,7.0,3.6894531,3.6996024
1,5,8.0,3.7124386,6.194577
1,5,9.0,4.565026,5.865116
1,5,10.0,3.768589,6.0115414
1,5,11.0,3.429629,7.9285164
1,5,12.0,3.3498764,9.8011265
1,5,13.0,4.3046775,10.331706
1,5,14.0,4.2141347,9.133923
1,5,15.0,5.399418,12.134537
1,5,16.0,4.965378,11.928778
1,5,17.0,3.4202445,13.292963
1,5,18.0,7.1755037,14.491812
1,5,19.0,7.136429,16.690643
1,5,20.0,6.077327,15.470814
1,5,21.0,7.8837986,17.028273
1,5,22.0,6.361507,20.019218
1,5,23.0,5.817121,19.720009
1,5,24.0,7.957396,22.136482
1,5,25.0,8.520821,23.665428
1,5,26.0,8.452818,24.95478
1,5,27.0,9.946377,26.97338
1,5,28.0,9.278838,28.842226
1,5,29.0,10.830432,29.735899
1,5,30.0,10.309264,30.514008
1,5,31.0,11.6662855,33.521152
1,5,32.0,11.958756,36.595955
1,5,33.0,12.8633375,37.44778
1,5,34.0,13.744467,39.5899
1,5,35.0,13.919792,40.730663
1,5,36.0,14.318168,43.3313
1,5,37.0,14.806466,45.097523
1,5,38.0,16.354101,46.840183
1,5,39.0,16.607351,48.99274
1,5,40.0,19.03861,49.954582
1,5,41.0,19.058027,53.18472
1,5,42.0,18.082376,56.62613
1,5,43.0,19.310524,56.178604
1,5,44.0,20.552889,60.21897
1,5,45.0,21.882107,63.605453
1,5,46.0,22.108284,64.54008
1,5,47.0,22.481455,66.91244
1,5,48.0,22.612408,70.092285
1,5,49.0,25.087997,72.12761
1,5,50.0,25.908009,74.43763
1,5,51.0,26.342892,76.704185
1,5,52.0,27.458523,78.25662
1,5,53.0,28.390621,82.500046
1,5,54.0,29.529264,84.69117
1,5,55.0,29.959164,85.915535
1,5,56.0,29.95755,90.61641
1,5,57.0,31.270844,93.164085
1,5,58.0,32.47269,96.46254
1,5,59.0,34.15552,98.82218
1,5,60.0,34.011227,102.13081
1,5,61.0,35.214203,105.23777
1,5,62.0,38.558052,107.78234
1,5,63.0,38.129044,109.68394
1,5,64.0,37.707264,113.459145
1,5,65.0,40.624027,116.77043
1,5,66.0,40.359383,119.65536
1,5,66.25297,40.98752,120.45804
1,6,1.0,2.5767357,2.8840277
1,6,2.0,2.2159855,3.3832476
1,6,3.0,0.67072916,2.3749683
1,6,4.0,2.399459,4.243208
1,6,5.0,3.1823063,2.7058663
1,6,6.0,3.2157495,3.400663
1,6,7.0,2.9100196,5.134235
1,6,8.0,2.2226279,4.6108775
1,6,9.0,3.1562033,7.2664423
1,6,10.0,2.1540418,7.179285
1,6,11.0,3.3929846,7.354442
1,6,12.0,3.6001446,8.062107
1,6,13.0,2.7950854,8.661146
1,6,14.0,3.8242588,10.104855
1,6,15.0,2.2302222,11.926894
1,6,16.0,3.002729,12.048547
1,6,17.0,4.2218733,11.974427
1,6,18.0,4.075106,14.99731
1,6,19.0,4.962867,16.212284
1,6,20.0,7.2227535,16.567421
1,6,21.0,6.057918,18.489044
1,6,22.0,6.564429,19.2104
1,6,23.0,5.794077,21.50751
1,6,24.0,6.8366957,21.498611
1,6,25.0,8.047694,22.630693
1,6,26.0,9.332167,26.025208
1,6,27.0,8.350467,28.483288
1,6,28.0,9.112436,28.773167
1,6,29.0,9.341134,30.954706
1,6,30.0,10.967846,30.649837
1,6,31.0,11.227033,34.398064
1,6,32.0,12.98103,34.332966
1,6,33.0,11.845461,37.9254
1,6,34.0,13.4489,39.030933
1,6,35.0,13.418123,41.79153
1,6,36.0,13.876006,43.20181
1,6,37.0,14.821507,44.747593
1,6,38.0,17.171875,45.239395
1,6,39.0,17.429802,49.486473
1,6,40.0,18.24885,52.284748
1,6,41.0,18.373861,52.651463
1,6,42.0,19.344208,56.653923
1,6,43.0,19.960144,56.183346
1,6,44.0,20.749449,60.43827
1,6,45.0,21.090948,61.561497
1,6,46.0,23.196207,62.721886
1,6,47.0,24.791431,66.77185
1,6,48.0,25.442741,69.5684
1,6,49.0,24.57553,71.29205
1,6,49.646614,26.71341,73.58772
1,7,1.0,2.2856975,2.7471585
1,7,2.0,1.5449301,1.416117
1,7,3.0,2.651009,2.6385653
1,7,4.0,2.539878,1.59597
1,7,5.0,2.1406512,3.1839905
1,7,6.0,3.911617,5.404626
1,7,7.0,2.5683994,3.6975098
1,7,8.0,3.805499,4.746637
1,7,9.0,2.4284704,6.0687876
1,7,10.0,2.826231,5.637937
1,7,11.0,3.7637806,7.241705
1,7,12.0,5.4962616,9.42529
1,7,13.0,5.1708584,7.0931196
1,7,14.0,3.073036,9.176644
1,7,15.0,4.3016458,11.009407
1,7,16.0,4.6238065,11.287163
1,7,17.0,4.5161204,12.767838
1,7,18.0,6.493346,15.0319
1,7,19.0,5.0946765,16.643976
1,7,20.0,5.2002134,17.40378
1,7,21.0,4.7122607,18.09077
1,7,22.0,6.3056498,20.978148
1,7,23.0,5.8230906,21.168663
1,7,24.0,6.040868,20.176615
1,7,25.0,6.615169,23.830967
1,7,26.0,5.609172,26.556734
1,7,27.0,7.3919177,26.691307
1,7,28.0,8.921113,29.089075
1,7,29.0,8.519044,30.953682
1,7,30.0,8.680773,32.59581
1,7,31.0,9.57399,35.184937
1,7,32.0,9.991792,36.59014
1,7,33.0,10.566296,37.754536
1,7,34.0,11.214211,38.551403
1,7,35.0,10.75311,41.973602
1,7,36.0,11.055642,43.95071
1,7,37.0,11.722307,46.832325
1,7,38.0,13.482652,48.497578
1,7,39.0,13.327729,50.15068
1,7,40.0,15.220792,52.45534
1,7,41.0,14.310669,52.44208
1,7,42.0,14.18805,56.50654
1,7,42.71245,15.504356,58.14816
1,8,1.0,2.2491841,1.0731156
1,8,2.0,1.8829588,2.94128
1,8,3.0,1.7795215,2.0083656
1,8,4.0,2.509173,3.4455884
1,8,5.0,1.9930927,3.0405145
1,8,6.0,1.7333803,5.201124
1,8,7.0,1.5866114,4.2649846
1,8,8.0,1.4818685,5.537802
1,8,9.0,2.5750122,6.131574
1,8,10.0,2.8838854,6.045916
1,8,11.0,2.580879,7.3424497
1,8,12.0,2.9373324,9.949413
1,8,13.0,4.2540727,9.67688
1,8,14.0,3.9475768,10.503749
1,8,15.0,4.302476,12.405166
1,8,16.0,4.68458,13.098917
1,8,17.0,5.1972384,13.357904
1,8,18.0,5.26994,15.298713
1,8,19.0,5.19447,16.14686
1,8,20.0,7.8319793,18.158403
1,8,21.0,6.674476,19.0583
1,8,22.0,7.8711057,20.694492
1,8,23.0,7.297857,22.5299
1,8,24.0,8.362477,24.209394
1,8,25.0,9.209225,24.784538
1,8,26.0,10.064426,26.066732
1,8,27.0,9.006114,28.994017
1,8,28.0,10.471036,30.588593
1,8,29.0,10.478713,31.393951
1,8,30.0,11.010106,33.465252
1,8,31.0,11.934027,36.35098
1,8,32.0,12.832226,37.03609
1,8,33.0,15.370948,39.816216
1,8,34.0,14.514735,41.599117
1,8,35.0,15.669332,44.400955
1,8,36.0,14.759618,45.110435
1,8,37.0,16.446732,46.557663
1,8,38.0,18.381466,50.879654
1,8,39.0,18.704756,52.07383
1,8,40.0,19.737585,53.329273
1,8,41.0,20.30553,56.380363
1,8,42.0,21.87717,58.669777
1,8,43.0,23.452343,60.154724
1,8,44.0,23.673162,63.692837
1,8,45.0,25.643406,66.35386
1,8,46.0,25.965174,69.61846
1,8,47.0,26.391811,71.22616
1,8,48.0,26.364197,75.5145
1,8,49.0,27.724241,76.19512
1,8,50.0,31.965397,79.747986
1,8,51.0,29.078468,81.982834
1,8,52.0,31.624851,83.3588
1,8,53.0,32.4813,88.302925
1,8,54.0,33.380714,89.57363
1,8,55.0,35.406918,93.599174
1,8,56.0,35.964077,98.90771
1,8,57.0,37.99053,99.63169
1,8,58.0,39.49232,103.37476
1,8,59.0,41.42999,104.01522
1,8,60.0,42.043922,108.556015
1,8,61.0,42.831375,110.7451
1,8,62.0,43.931824,114.032776
1,8,63.0,44.507183,119.96144
1,8,64.0,47.098305,120.45292
1,8,65.0,48.604702,125.06256
1,8,66.0,49.351677,127.995575
1,8,67.0,51.179764,129.08221
1,8,68.0,52.540123,134.12732
1,8,69.0,54.93493,139.08704
1,8,69.5958,56.208717,140.41406
1,9,1.0,2.1849318,1.8730383
1,9,2.0,2.562955,1.9475529
1,9,3.0,1.6967934,2.3240705
1,9,4.0,1.6370664,1.7793099
1,9,5.0,1.9306723,2.7896118
1,9,6.0,1.8551569,4.3464003
1,9,7.0,2.7402558,5.0171366
1,9,8.0,3.65064,6.1431236
1,9,9.0,3.250494,5.7000833
1,9,10.0,2.4244127,6.757771
1,9,11.0,2.6791575,8.208608
1,9,12.0,3.4037676,8.813015
1,9,13.0,3.7266564,9.732301
1,9,14.0,4.277705,10.062763
1,9,15.0,3.5948846,10.81322
1,9,16.0,5.7764635,13.730179
1,9,17.0,4.4587884,13.576133
1,9,18.0,4.8328795,15.251329
1,9,19.0,6.19886,14.857702
1,9,20.0,6.086787,17.158535
1,9,21.0,6.930027,19.52408
1,9,22.0,7.825741,18.897705
1,9,23.0,7.867178,21.995453
1,9,24.0,8.223536,21.723793
1,9,25.0,8.804459,23.714987
1,9,26.0,10.732754,25.6256
1,9,27.0,10.053051,26.44242
1,9,28.0,11.520357,29.21518
1,9,29.0,11.943399,30.69675
1,9,30.0,12.343864,31.454031
1,9,31.0,11.917553,32.05452
1,9,32.0,13.924218,34.497913
1,9,33.0,14.0860615,38.490753
1,9,34.0,16.168913,39.07407
1,9,35.0,16.148962,41.19325
1,9,36.0,16.305487,43.86972
1,9,37.0,17.83366,46.001896
1,9,38.0,19.494799,48.227142
1,9,39.0,19.328928,49.412605
1,9,39.219677,20.195599,48.873676
1,10,1.0,1.3783265,2.1334856
1,10,2.0,2.743326,3.1607378
1,10,3.0,3.5809937,3.2436023
1,10,4.0,2.7860942,2.5476952
1,10,5.0,2.417787,2.5544286
1,10,6.0,2.722625,5.4264765
1,10,7.0,4.488379,3.9113257
1,10,8.0,1.9289013,4.9511414
1,10,9.0,2.396182,6.502192
1,10,10.0,3.7069135,7.929182
1,10,11.0,3.493074,7.083274
1,10,12.0,4.9313955,8.277399
1,10,13.0,5.100668,8.454542
1,10,14.0,4.9845486,10.66108
1,10,15.0,4.312665,12.059686
1,10,16.0,4.1633143,11.945287
1,10,17.0,6.000133,14.243124
1,10,18.0,4.6097,14.675604
1,10,19.0,6.285805,15.3410845
1,10,20.0,6.694822,17.346651
1,10,21.0,6.6692533,18.85437
1,10,22.0,7.4230843,20.889236
1,10,23.0,6.6672063,21.419846
1,10,24.0,7.4737186,23.881279
1,10,25.0,7.4848332,23.662672
1,10,26.0,10.295465,26.867407
1,10,27.0,10.309184,26.610764
1,10,28.0,9.904642,28.971565
1,10,29.0,10.244189,30.34656
1,10,30.0,10.125426,33.63407
1,10,31.0,11.451172,35.099773
1,10,32.0,13.091072,36.965855
1,10,33.0,12.939605,37.543957
1,10,34.0,11.807216,40.2112
1,10,35.0,14.225258,42.23032
1,10,36.0,14.457375,44.12134
1,10,37.0,15.526158,46.72141
1,10,38.0,15.443619,47.776836
1,10,39.0,16.292044,50.568104
1,10,40.0,16.445066,53.185734
1,10,41.0,18.263155,55.525497
1,10,42.0,18.195377,56.822052
1,10,43.0,19.045378,59.03119
1,10,44.0,22.192509,61.18346
1,10,45.0,20.62271,64.51874
1,10,46.0,23.343685,66.4584
1,10,47.0,23.614483,69.69475
1,10,48.0,23.729273,70.85726
1,10,49.0,23.33257,73.02621
1,10,50.0,25.9922,76.55537
1,10,51.0,27.651443,77.278755
1,10,52.0,29.10146,81.84297
1,10,53.0,28.60565,82.98215
1,10,54.0,28.27397,86.09507
1,10,55.0,30.001673,88.6559
1,10,56.0,32.037933,92.72643
1,10,57.0,32.322994,94.65216
1,10,58.0,33.897274,98.42867
1,10,59.0,36.18814,100.40539
1,10,60.0,36.33654,101.97768
1,10,60.973537,37.814137,106.23391
1,11,1.0,4.212937,0.14482582
1,11,2.0,4.062363,1.2388153
1,11,3.0,4.4962254,1.7491167
1,11,4.0,3.799358,1.2373086
1,11,5.0,4.765807,4.027398
1,11,6.0,2.3558483,2.631915
1,11,7.0,4.525781,2.9100256
1,11,8.0,3.650528,4.7278786
1,11,9.0,5.561098,4.447148
1,11,10.0,3.6220694,6.423772
1,11,11.0,4.825879,6.970461
1,11,12.0,5.5584197,8.472808
1,11,13.0,5.1538787,10.497527
1,11,14.0,6.440181,7.4357653
1,11,15.0,7.1234975,11.466312
1,11,16.0,5.7618704,10.8295965
1,11,17.0,6.824583,12.213243
1,11,18.0,7.951187,13.625481
1,11,19.0,7.0819306,13.608827
1,11,20.0,7.6672506,15.861221
1,11,21.0,9.588563,15.765766
1,11,22.0,7.9486547,18.181705
1,11,23.0,9.290119,19.265831
1,11,24.0,9.642708,20.810955
1,11,25.0,9.841547,22.24377
1,11,26.0,9.927091,23.769272
1,11,27.0,11.516816,24.708807
1,11,28.0,10.106653,26.484146
1,11,29.0,12.47722,28.054897
1,11,30.0,11.957271,27.767538
1,11,31.0,13.042595,29.368029
1,11,32.0,14.822706,31.358994
1,11,33.0,15.031951,33.516415
1,11,34.0,16.142096,35.517746
1,11,35.0,15.573417,36.636765
1,11,36.0,16.11395,38.955727
1,11,37.0,17.192198,39.457333
1,11,38.0,16.696936,43.08889
1,11,39.0,17.84106,43.170757
1,11,40.0,18.70219,46.09283
1,11,41.0,20.559797,49.178604
1,11,42.0,20.418503,50.791786
1,11,43.0,22.390709,52.57741
1,11,44.0,22.5453,53.71595
1,11,45.0,23.500513,56.919113
1,11,46.0,25.489408,58.791393
1,11,47.0,26.924877,58.704227
1,11,48.0,26.674988,61.0316
1,11,49.0,26.040073,62.831673
1,11,50.0,28.546778,65.60082
1,11,51.0,30.467232,69.10737
1,11,52.0,31.664774,70.14424
1,11,53.0,32.672993,73.96685
1,11,54.0,33.006054,74.14463
1,11,55.0,32.584007,78.61548
1,11,56.0,34.310627,82.173035
1,11,57.0,36.3235,82.6924
1,11,58.0,38.11087,84.736046
1,11,59.0,38.54133,88.16966
1,11,60.0,39.260532,90.04407
1,11,61.0,40.805824,93.80916
1,11,62.0,41.46567,95.82132
1,11,62.455032,41.00782,95.87397
1,12,1.0,2.85454,1.4804641
1,12,2.0,2.1059425,2.4835336
1,12,3.0,2.4966862,3.0391808
1,12,4.0,2.2212458,1.9889505
1,12,5.0,2.7132325,3.4184484
1,12,6.0,3.1331847,2.2923489
1,12,7.0,2.0715966,4.719278
1,12,8.0,2.62901,5.461482
1,12,9.0,2.7535357,6.432834
1,12,10.0,3.3041627,6.6577754
1,12,11.0,4.868353,7.7494593
1,12,12.0,2.9664965,7.3750606
1,12,13.0,4.4398746,8.616004
1,12,14.0,4.225389,10.951626
1,12,15.0,3.9581919,11.005996
1,12,16.0,3.043456,14.977867
1,12,17.0,6.297739,15.250564
1,12,18.0,4.328738,16.126162
1,12,19.0,6.179423,16.839104
1,12,20.0,5.8128166,16.623247
1,12,21.0,6.530113,18.805433
1,12,22.0,7.3792677,19.113325
1,12,23.0,7.699909,21.068027
1,12,24.0,7.387691,22.214638
1,12,25.0,10.6015215,24.60983
1,12,26.0,9.491849,24.128704
1,12,27.0,9.371323,27.368248
1,12,28.0,10.851615,28.360611
1,12,29.0,10.733458,31.576748
1,12,30.0,11.7114,32.036293
1,12,31.0,11.322085,33.781784
1,12,32.0,13.17745,36.521187
1,12,33.0,14.136677,38.142017
1,12,34.0,13.73992,40.812763
1,12,35.0,15.036019,41.500496
1,12,36.0,15.977832,44.852924
1,12,37.0,16.914053,47.008324
1,12,38.0,17.57081,45.53415
1,12,39.0,18.328224,49.995426
1,12,40.0,20.104528,51.667255
1,12,41.0,21.180416,53.756447
1,12,42.0,21.247126,56.58162
1,12,43.0,20.831656,59.94053
1,12,44.0,23.480738,60.608418
1,12,45.0,24.246124,64.035866
1,12,46.0,26.232876,66.640335
1,12,47.0,24.551157,70.245995
1,12,48.0,27.282095,72.00076
1,12,49.0,28.465822,73.40681
1,12,50.0,28.281538,76.088066
1,12,51.0,28.512552,80.037125
1,12,52.0,30.366013,80.76737
1,12,53.0,31.380917,85.64349
1,12,54.0,33.054253,87.515526
1,12,55.0,33.07917,89.65903
1,12,56.0,35.42415,93.31374
1,12,57.0,36.834007,96.27173
1,12,58.0,38.828568,99.0537
1,12,59.0,39.126446,101.576744
1,12,60.0,40.333954,104.59226
1,12,61.0,40.228592,107.29972
1,12,62.0,43.843433,110.08825
1,12,63.0,43.921158,113.679146
1,12,64.0,45.68253,116.611725
1,12,65.0,47.339527,119.67267
1,12,66.0,47.056877,123.9827
1,12,67.0,48.274338,126.92358
1,12,68.0,50.640244,130.38417
1,12,69.0,51.80429,132.59976
1,12,70.0,53.52372,136.66841
1,12,71.0,54.639347,139.40077
1,12,72.0,56.392628,144.90129
1,12,73.0,57.193745,146.99763
1,12,74.0,58.62522,151.00975
1,12,75.0,62.07772,153.93735
1,12,75.767624,62.23944,156.64822
1,13,1.0,2.339758,2.8900332
1,13,2.0,2.910367,1.5448939
1,13,3.0,2.587767,2.760331
1,13,4.0,2.986579,2.5969126
1,13,5.0,2.634864,4.097429
1,13,6.0,3.6552935,2.26439
1,13,7.0,2.338264,3.1920571
1,13,8.0,3.8664746,4.7857857
1,13,9.0,3.7798922,5.866362
1,13,10.0,3.1599314,6.707819
1,13,11.0,3.687666,7.512286
1,13,12.0,3.9873784,7.580853
1,13,13.0,4.597366,8.883224
1,13,14.0,4.339214,9.445398
1,13,15.0,4.2753024,10.120413
1,13,16.0,3.844595,11.597935
1,13,17.0,3.531415,12.039073
1,13,18.0,5.010433,13.887278
1,13,19.0,4.907636,16.320183
1,13,20.0,6.6518917,16.031239
1,13,21.0,5.5422416,17.411577
1,13,22.0,5.231826,18.065392
1,13,23.0,7.357562,18.373737
1,13,24.0,6.8072343,21.212719
1,13,25.0,8.021607,20.846416
1,13,26.0,7.6404777,25.113523
1,13,27.0,9.423267,26.636227
1,13,28.0,8.107455,26.1921
1,13,29.0,8.143245,28.388464
1,13,30.0,9.237043,31.756405
1,13,31.0,9.278244,32.558193
1,13,32.0,9.922394,33.80324
1,13,33.0,11.108715,34.00554
1,13,34.0,11.685127,36.903282
1,13,35.0,11.754877,40.21229
1,13,36.0,12.082395,40.122524
1,13,37.0,13.734154,42.99615
1,13,38.0,13.341216,44.883915
1,13,39.0,15.233068,45.727535
1,13,40.0,15.05218,46.352676
1,13,41.0,17.055933,49.174248
1,13,42.0,16.651741,52.093132
1,13,43.0,16.693502,53.351616
1,13,44.0,18.572947,56.17078
1,13,45.0,19.156004,58.63099
1,13,46.0,19.324167,60.907585
1,13,47.0,19.413515,61.917713
1,13,48.0,18.756174,64.59736
1,13,49.0,20.09237,66.01124
1,13,50.0,22.477377,68.32453
1,13,51.0,21.855747,71.55156
1,13,52.0,23.310736,73.79457
1,13,53.0,25.03174,76.74126
1,13,54.0,24.312588,78.46043
1,13,55.0,24.817816,81.835396
1,13,56.0,26.553436,84.33047
1,13,57.0,27.224453,85.45336
1,13,58.0,30.068626,88.64372
1,13,59.0,29.297974,91.084755
1,13,60.0,29.462353,93.88103
