Units,CMGP_Cox_p1,CMGP_Cox_p2,CMGP_Cox_p3,Actual_Failure_Mode,DeepSurv_p1,DeepSurv_p2,DeepSurv_p3,DeepBranched_p1,DeepBranched_p2,DeepBranched_p3,NN_joint_p1,NN_joint_p2,NN_joint_p3
45.0,3.9054188200732645e-42,1.0,4.918743745641051e-10,2.0,0.0,0.9,0.1,0.99951494,0.00048501618,1.1856305e-25,0.0,1.0,0.0
46.0,1.0458093471610396e-31,1.0,1.5537841846491318e-10,2.0,0.0,0.9,0.1,0.9998349,0.0001650401,3.2194344e-26,0.0,0.9,0.1
47.0,6.2625956557362994e-37,1.0,2.4108192775429416e-08,2.0,0.0,1.0,0.0,0.99999213,7.843576e-06,4.654984e-27,0.0,1.0,0.0
48.0,6.537814037246007e-40,1.0,1.672529115204213e-09,2.0,0.0,1.0,0.0,0.99963,0.00037006015,7.340635500000001e-26,0.0,1.0,0.0
49.0,9.734573354719274e-37,1.0,1.3077587901477727e-08,2.0,0.0,0.8,0.2,0.9999889,1.105483e-05,1.25745545e-26,0.0,1.0,0.0
50.0,1.6337593311635435e-34,1.0,1.23160551201984e-10,2.0,0.0,0.9,0.1,0.99951625,0.00048370587,2.4451036000000002e-26,0.0,0.9,0.1
51.0,4.515623810034615e-36,1.0,9.006752982321231e-11,2.0,0.0,0.9,0.1,0.9993723,0.00062777573,3.6833869999999997e-26,0.0,1.0,0.0
52.0,1.0566836843439952e-35,0.9999999403953552,3.7793412843711855e-08,2.0,0.0,0.9,0.1,0.9999782,2.1793829e-05,1.3752312000000001e-26,0.0,1.0,0.0
53.0,0.0,1.0,9.210341690712998e-12,2.0,0.1,0.7,0.2,0.99996734,3.2704855e-05,2.585514e-26,0.0,1.0,0.0
54.0,4.255192571692738e-32,0.999999701976776,2.897709237004165e-07,2.0,0.0,1.0,0.0,0.97675085,0.023249092,1.5131195e-25,0.0,1.0,0.0
55.0,8.880140023888003e-37,1.0,5.2711050801956816e-11,2.0,0.0,0.9,0.1,0.99992573,7.429718e-05,1.0839961e-26,0.0,0.9,0.1
56.0,5.6951011667703485e-40,1.0,7.816731151244483e-10,2.0,0.0,0.8,0.2,0.99999964,3.5447766e-07,7.108105e-28,0.0,1.0,0.0
57.0,3.557143552549391e-36,1.0,7.340353880280758e-10,2.0,0.0,1.0,0.0,0.9987092,0.001290831,2.987658e-26,0.0,1.0,0.0
58.0,2.4640692378127643e-33,1.0,1.0424880403370196e-10,2.0,0.0,0.7,0.3,0.9996618,0.00033825182,7.4687113e-26,0.0,0.9,0.1
59.0,2.4754939867945504e-34,1.0,2.6951385567741676e-10,2.0,0.0,0.8,0.2,0.9870172,0.0129827345,2.8497132e-25,0.0,0.9,0.1
60.0,2.1026550719520168e-37,1.0,5.194249474982371e-10,2.0,0.0,0.8,0.2,0.9999131,8.6903856e-05,1.0906812e-26,0.0,1.0,0.0
61.0,2.0991172260505624e-35,1.0,3.562008743518419e-10,2.0,0.0,0.7,0.3,0.9999987,1.3645279e-06,7.3287557e-28,0.0,0.8,0.2
62.0,2.679558290811613e-33,1.0,8.251262784142455e-09,2.0,0.0,0.9,0.1,0.9999989,1.0681022e-06,8.5704075e-28,0.0,1.0,0.0
63.0,1.353781285137916e-32,0.9999999403953552,5.9179317446478314e-08,2.0,0.0,0.8,0.2,0.99984705,0.0001529495,1.2706474600000001e-26,0.0,0.8,0.2
64.0,8.78207760577006e-41,1.0,1.1681795808460294e-10,2.0,0.0,0.9,0.1,0.99667215,0.0033277788,1.728266e-25,0.0,0.9,0.1
65.0,1.9775262657099787e-38,0.9999999403953552,7.24423472320268e-08,2.0,0.0,1.0,0.0,0.996682,0.003318019,1.729048e-25,0.0,1.0,0.0
66.0,2.6422804262111608e-33,1.0,1.0526925997567105e-08,2.0,0.0,1.0,0.0,0.99996054,3.947672e-05,1.8856603000000002e-26,0.0,0.9,0.1
67.0,1.2480454577739336e-39,0.9999999403953552,3.462673703324981e-08,2.0,0.0,0.8,0.2,0.99999,9.955436e-06,5.33148e-27,0.0,0.9,0.1
68.0,4.556460018864982e-33,1.0,3.526832992317708e-10,2.0,0.0,1.0,0.0,0.9999907,9.31322e-06,1.2675859999999999e-26,0.0,0.9,0.1
69.0,6.800776074962413e-35,1.0,1.0763269164826283e-09,2.0,0.0,1.0,0.0,0.99998415,1.5895836e-05,5.887188e-27,0.0,1.0,0.0
70.0,6.393831035571426e-26,1.0,7.978727123436612e-10,2.0,0.2,0.8,0.0,0.999959,4.1017494e-05,4.274087e-27,0.0,0.9,0.1
71.0,3.009724536219642e-38,0.9999999403953552,3.8604870411518284e-08,2.0,0.0,0.9,0.1,0.99999726,2.7490992e-06,2.500053e-27,0.0,0.9,0.1
72.0,3.2873313128796404e-31,1.0,1.0005760664455464e-08,2.0,0.0,0.7,0.3,0.9999013,9.874728e-05,1.8850306e-26,0.0,0.9,0.1
73.0,4.407798332518355e-40,1.0,1.0009339135308435e-08,2.0,0.0,0.8,0.2,0.9999571,4.2882046e-05,1.3749713e-26,0.0,1.0,0.0
74.0,2.014313156576975e-28,0.9991607069969176,0.0008392772870138,2.0,0.0,1.0,0.0,0.9998118,0.00018816898,4.4696557e-26,0.0,1.0,0.0
75.0,3.988429855269049e-24,0.9999997615814208,2.050991412261283e-07,2.0,0.0,0.7,0.3,0.99987745,0.0001225855,3.193554e-26,0.0,1.0,0.0
76.0,9.381657089336422e-31,1.0,9.696377034629222e-09,2.0,0.1,0.7,0.2,0.9999813,1.8768495e-05,7.173598e-27,0.0,1.0,0.0
77.0,1.2439653811132667e-37,1.0,3.3962108125784596e-10,2.0,0.0,1.0,0.0,0.9999739,2.6080028e-05,6.42851e-27,0.0,1.0,0.0
78.0,1.396602853300711e-38,1.0,1.2648652125690774e-09,2.0,0.0,0.9,0.1,0.64110756,0.35889247,9.435777e-25,0.0,1.0,0.0
79.0,2.5927884406216965e-33,1.0,1.5930135432995485e-08,2.0,0.0,0.6,0.4,0.99880576,0.0011942931,3.6486126e-26,0.0,1.0,0.0
80.0,1.5324708343043073e-35,0.9999998807907104,1.1906479358003709e-07,2.0,0.0,1.0,0.0,0.9999682,3.1860684e-05,1.7397779000000002e-26,0.0,0.9,0.1
81.0,1.2510647667468211e-31,0.9999998807907104,1.0288606233643804e-07,2.0,0.0,1.0,0.0,0.9997216,0.00027842913,1.5051662e-26,0.0,1.0,0.0
82.0,1.3114882368113452e-37,1.0,1.998399883074153e-11,2.0,0.0,1.0,0.0,0.9999571,4.294155e-05,2.4175726e-26,0.0,1.0,0.0
83.0,4.016124447980384e-36,1.0,4.823281329890961e-08,2.0,0.0,1.0,0.0,0.9999753,2.4633378e-05,1.1133107000000001e-26,0.0,1.0,0.0
84.0,1.091959130478048e-33,1.0,7.524874057196485e-10,2.0,0.0,1.0,0.0,0.9999676,3.2469827e-05,2.389359e-26,0.0,1.0,0.0
85.0,7.615155829106083e-33,1.0,6.515314954214091e-10,2.0,0.0,0.9,0.1,0.9997383,0.00026165764,4.3410344e-26,0.0,1.0,0.0
86.0,1.0573708336864759e-32,1.0,4.486850002649589e-08,2.0,0.0,0.8,0.2,0.99999356,6.4907904e-06,3.2317694e-27,0.0,0.8,0.2
87.0,2.4748731108822552e-31,1.0,1.0838978603544547e-09,2.0,0.1,0.7,0.2,0.9955177,0.0044823675,5.2815667e-25,0.0,0.8,0.2
88.0,6.830990641780944e-29,0.9999999403953552,7.279979286067828e-08,2.0,0.1,0.7,0.2,0.9995993,0.00040068824,1.4523046e-26,0.0,0.9,0.1
89.0,4.2273864801706996e-38,0.9999999403953552,4.6341320114606794e-08,2.0,0.1,0.8,0.1,0.9999733,2.675415e-05,1.7341283e-26,0.0,0.9,0.1
90.0,8.254881658041164e-38,1.0,1.0093217060747062e-11,2.0,0.1,0.9,0.0,0.9978084,0.0021915953,1.072821e-25,0.0,0.9,0.1
91.0,4.2782598116177015e-33,1.0,9.90661330746434e-09,2.0,0.1,0.8,0.1,0.99983716,0.00016281354,1.1495399000000001e-26,0.0,1.0,0.0
92.0,0.0,1.0,2.7693427995245656e-08,2.0,0.0,1.0,0.0,0.99910957,0.0008904014,1.7852116999999998e-25,0.0,1.0,0.0
93.0,2.433807010340452e-37,1.0,1.3660662878667296e-10,2.0,0.1,0.9,0.0,0.9999871,1.2893445e-05,3.931761e-27,0.0,0.9,0.1
94.0,1.5470596920802993e-36,1.0,2.74001390465628e-08,2.0,0.0,1.0,0.0,0.9975349,0.0024651405,3.081047e-25,0.0,1.0,0.0
95.0,3.0416595910198263e-34,1.0,2.614721772431494e-09,2.0,0.0,0.6,0.4,0.998718,0.0012819641,6.135430400000001e-26,0.0,0.7,0.3
96.0,4.606068052235674e-42,1.0,5.697988747499494e-10,2.0,0.0,0.9,0.1,0.999972,2.7954608e-05,4.9013592000000005e-26,0.0,1.0,0.0
97.0,3.3589058417051628e-28,0.9999943971633912,5.605188562185504e-06,2.0,0.0,0.8,0.2,0.99957067,0.00042931034,1.4537263e-26,0.0,0.8,0.2
98.0,4.193069745766218e-37,1.0,4.395523875433405e-12,2.0,0.0,0.9,0.1,0.9999937,6.268602e-06,1.4505629999999998e-26,0.0,1.0,0.0
99.0,4.7996574350821465e-39,1.0,1.5953673937474377e-08,2.0,0.0,1.0,0.0,0.9999902,9.758593e-06,1.4365872e-26,0.0,1.0,0.0
100.0,7.006492321624085e-43,0.9999997615814208,2.710424666929612e-07,2.0,0.0,1.0,0.0,0.9999981,1.8585074e-06,4.1449934e-27,0.0,1.0,0.0
111.0,4.1494786273688085e-08,1.1562757824508992e-15,0.9999999403953552,3.0,0.1,0.2,0.7,0.99999416,5.795638e-06,2.5069880000000003e-27,0.1,0.2,0.7
112.0,9.200541439824406e-10,3.7071480853226016e-33,1.0,3.0,0.1,0.1,0.8,0.99986815,0.00013177405,2.9390508e-26,0.1,0.1,0.8
113.0,1.484058884670958e-07,1.5141368244959842e-20,0.9999998807907104,3.0,0.2,0.4,0.4,0.99318093,0.0068190047,9.631296999999999e-26,0.1,0.4,0.5
114.0,3.664014404380911e-12,1.0439101916131569e-15,1.0,3.0,0.2,0.2,0.6,0.999089,0.00091105216,7.3297766e-27,0.1,0.2,0.7
115.0,7.853912520339178e-10,2.7430440528123097e-22,1.0,3.0,0.1,0.1,0.8,0.9999919,8.137783e-06,2.2173724e-27,0.0,0.2,0.8
116.0,6.042923494931074e-09,1.4985239966028437e-25,1.0,3.0,0.1,0.0,0.9,0.99997175,2.8195382e-05,7.865365e-28,0.1,0.0,0.9
117.0,2.0598429273377405e-07,3.91794789440072e-24,0.9999997615814208,3.0,0.2,0.0,0.8,0.9999182,8.182603e-05,4.1131624000000004e-27,0.1,0.1,0.8
118.0,1.291922586688088e-07,2.9551423707175697e-23,0.9999998211860656,3.0,0.1,0.3,0.6,0.9999521,4.7885744e-05,1.4656137000000001e-27,0.0,0.3,0.7
119.0,9.164460607280487e-06,8.946589629004495e-17,0.9999908208847046,3.0,0.2,0.0,0.8,0.98623174,0.013768248,4.219665e-25,0.2,0.1,0.7
120.0,7.970591298089857e-09,1.2631314239667526e-15,1.0,3.0,0.2,0.1,0.7,0.999992,7.984596e-06,9.903666400000001e-27,0.1,0.3,0.6
121.0,9.984262305806624e-09,2.442920217481421e-21,1.0,3.0,0.0,0.4,0.6,0.9999366,6.3449e-05,9.706532e-28,0.0,0.4,0.6
122.0,6.17560885984858e-07,1.686584759807269e-28,0.9999994039535522,3.0,0.2,0.1,0.7,0.9999732,2.685791e-05,5.789775e-27,0.0,0.0,1.0
123.0,5.329798269393392e-10,3.738171763691698e-21,1.0,3.0,0.2,0.1,0.7,0.9997532,0.0002467859,1.9405045e-26,0.1,0.2,0.7
124.0,4.12663645477096e-08,5.878217834362487e-13,1.0,3.0,0.0,0.2,0.8,0.999912,8.80249e-05,2.66136e-27,0.0,0.2,0.8
125.0,3.6125044289292425e-08,6.003826704862419e-16,1.0,3.0,0.2,0.2,0.6,0.9999958,4.1518256e-06,2.4963507e-28,0.1,0.2,0.7
126.0,2.102933441532756e-13,3.879333931853637e-20,1.0,3.0,0.1,0.0,0.9,0.9999573,4.2665037e-05,6.3981165e-27,0.0,0.2,0.8
127.0,4.285578597773565e-06,1.091272905373586e-11,0.9999957084655762,3.0,0.1,0.3,0.6,0.99992514,7.486536e-05,1.4690733e-26,0.0,0.5,0.5
128.0,5.2403624550834145e-08,1.7582622186261048e-20,0.9999998807907104,3.0,0.1,0.2,0.7,0.9987431,0.0012569447,4.3188008e-26,0.0,0.5,0.5
129.0,3.8203423757821037e-10,7.924153231333204e-23,1.0,3.0,0.1,0.2,0.7,0.9994735,0.00052652904,1.7410413e-26,0.0,0.3,0.7
130.0,3.021761172446874e-13,8.394105296084126e-19,1.0,3.0,0.1,0.2,0.7,0.996601,0.003399033,3.6220934e-26,0.0,0.5,0.5
131.0,2.1455160094774328e-05,1.2667290096741922e-19,0.9999785423278807,3.0,0.3,0.1,0.6,0.9999982,1.8444404e-06,7.6803486e-28,0.1,0.3,0.6
132.0,4.557126231929942e-08,1.5842679045522666e-18,1.0,3.0,0.0,0.1,0.9,0.99999976,2.880614e-07,1.0154623e-27,0.1,0.1,0.8
133.0,6.868262971693184e-07,2.6946481720759664e-18,0.9999992847442628,3.0,0.2,0.1,0.7,0.990157,0.009843074,1.1964169e-25,0.0,0.4,0.6
134.0,8.572719423227682e-09,1.4658802667434094e-24,1.0,3.0,0.2,0.1,0.7,0.99946696,0.00053310563,9.0976994e-27,0.2,0.1,0.7
135.0,2.2279399658486912e-08,4.658076576413793e-21,1.0,3.0,0.2,0.2,0.6,0.9998424,0.00015753611,2.0080641e-26,0.1,0.3,0.6
136.0,3.2396282786386835e-14,1.028215383303042e-18,1.0,3.0,0.0,0.3,0.7,0.9970541,0.0029458753,1.1439993e-25,0.1,0.3,0.6
137.0,5.73510794410481e-10,3.241217312447732e-15,1.0,3.0,0.0,0.1,0.9,0.97823995,0.021760046,8.102462e-26,0.0,0.3,0.7
138.0,5.723119045342173e-08,2.346958354693572e-30,0.9999999403953552,3.0,0.2,0.0,0.8,0.99286336,0.0071366704,6.0883480000000006e-27,0.4,0.0,0.6
139.0,0.0008079588878899,4.3175858027358637e-26,0.9991919994354248,3.0,0.3,0.2,0.5,0.99997723,2.277255e-05,1.7858412000000001e-26,0.2,0.2,0.6
140.0,7.283622251369315e-18,8.312992530280705e-29,1.0,3.0,0.1,0.0,0.9,0.99999785,2.1967883e-06,1.4647033000000002e-26,0.0,0.1,0.9
141.0,3.140565141279694e-08,5.90112453790752e-26,1.0,3.0,0.2,0.1,0.7,0.9999405,5.953501e-05,7.499172e-27,0.1,0.5,0.4
142.0,6.1750640156788e-08,6.3506816344177084e-18,0.9999998807907104,3.0,0.2,0.2,0.6,0.99927086,0.00072918984,3.7181634e-26,0.2,0.3,0.5
143.0,1.1773697394801277e-07,1.5586409963521625e-15,0.9999998807907104,3.0,0.2,0.2,0.6,0.9994155,0.0005844689,1.800141e-26,0.0,0.3,0.7
144.0,1.9521412481307565e-13,2.045460860455685e-28,1.0,3.0,0.1,0.2,0.7,0.9982899,0.0017101101,9.949545e-26,0.1,0.1,0.8
145.0,3.431695032307669e-12,1.4389953227688918e-17,1.0,3.0,0.0,0.2,0.8,0.99953544,0.00046460397,3.9285023000000003e-26,0.1,0.4,0.5
146.0,2.5670340852990137e-10,8.386573795927314e-17,1.0,3.0,0.0,0.0,1.0,0.99956137,0.0004385902,8.901774999999999e-26,0.0,0.2,0.8
147.0,2.3711328039910384e-13,1.6156391494085702e-25,1.0,3.0,0.2,0.1,0.7,0.9892274,0.010772569,2.0615432999999998e-25,0.0,0.1,0.9
148.0,5.6031523171240494e-11,5.26202277822789e-16,1.0,3.0,0.1,0.2,0.7,0.99999976,1.9235031e-07,5.5442516e-28,0.0,0.3,0.7
149.0,4.3711956276837327e-10,3.2033522567252565e-30,1.0,3.0,0.2,0.0,0.8,0.9998809,0.0001190338,6.881217e-27,0.2,0.2,0.6
150.0,1.524969603719506e-12,5.216097891099371e-37,1.0,3.0,0.3,0.2,0.5,0.9905363,0.009463696,3.6947567000000004e-26,0.1,0.2,0.7
