Units,CMGP_Cox_p1,CMGP_Cox_p2,CMGP_Cox_p3,Actual_Failure_Mode,DeepSurv_p1,DeepSurv_p2,DeepSurv_p3,DeepBranched_p1,DeepBranched_p2,DeepBranched_p3,NN_joint_p1,NN_joint_p2,NN_joint_p3
53.0,0.0,1.0,2.749046753802812e-17,2.0,0.02,0.94,0.04,7.988353e-36,1.0,1.1084904e-33,0.0,1.0,0.0
54.0,0.0,1.0,4.478100402988936e-17,2.0,0.0,1.0,0.0,5.7687515e-32,1.0,1.7979636e-30,0.0,1.0,0.0
55.0,0.0,1.0,7.95979856155895e-18,2.0,0.0,0.98,0.02,8.2447957e-35,1.0,5.8488062e-33,0.0,0.98,0.02
56.0,0.0,1.0,1.4622979648069118e-20,2.0,0.0,0.96,0.04,4.384915e-34,1.0,3.015341e-32,0.0,1.0,0.0
57.0,0.0,1.0,1.0256434099449153e-16,2.0,0.0,1.0,0.0,6.9413084e-34,1.0,4.0647116e-32,0.0,1.0,0.0
58.0,0.0,1.0,9.472002842697356e-17,2.0,0.0,0.94,0.06,5.2856677e-34,1.0,2.4901737e-32,0.0,0.98,0.02
59.0,0.0,1.0,4.272693060395196e-16,2.0,0.0,0.96,0.04,2.0132508e-34,1.0,1.2753545e-32,0.0,0.98,0.02
60.0,0.0,1.0,1.3715888047858638e-15,2.0,0.0,0.96,0.04,2.7550648999999998e-34,1.0,1.9551862e-32,0.0,1.0,0.0
61.0,0.0,1.0,2.4089021449871263e-18,2.0,0.0,0.94,0.06,2.1917916e-34,1.0,1.6983582e-32,0.0,0.96,0.04
62.0,0.0,1.0,0.0,2.0,0.0,0.98,0.02,3.782036e-35,1.0,4.5708252999999996e-33,0.0,1.0,0.0
63.0,0.0,1.0,8.885846282466153e-18,2.0,0.0,0.96,0.04,1.1885071e-32,1.0,4.9681803e-31,0.0,0.96,0.04
64.0,0.0,1.0,9.460772790547155e-19,2.0,0.0,0.98,0.02,1.0217225e-34,1.0,7.756572e-33,0.0,0.98,0.02
65.0,0.0,1.0,1.31953577144089e-15,2.0,0.0,1.0,0.0,1.9800218e-33,1.0,8.300255e-32,0.0,1.0,0.0
66.0,0.0,1.0,3.499817847673009e-16,2.0,0.0,1.0,0.0,1.7640800000000002e-33,1.0,1.0157588e-31,0.0,0.98,0.02
67.0,0.0,1.0,0.0,2.0,0.0,0.96,0.04,1.0215042e-34,1.0,9.31483e-33,0.0,0.98,0.02
68.0,0.0,1.0,5.601444100315959e-17,2.0,0.0,1.0,0.0,8.115708e-34,1.0,5.440119000000001e-32,0.0,0.98,0.02
69.0,0.0,1.0,1.0722124211171197e-16,2.0,0.0,1.0,0.0,1.5316771e-33,1.0,7.601184e-32,0.0,1.0,0.0
70.0,0.0,1.0,1.870138897952148e-16,2.0,0.04,0.96,0.0,5.222220000000001e-32,1.0,1.17608755e-30,0.0,0.98,0.02
71.0,0.0,1.0,0.0,2.0,0.0,0.98,0.02,2.6691392e-34,1.0,1.543226e-32,0.0,0.98,0.02
72.0,0.0,1.0,2.0398304610502e-15,2.0,0.0,0.94,0.06,9.995108000000001e-33,1.0,3.837267e-31,0.0,0.98,0.02
73.0,0.0,1.0,2.8139781290173988e-15,2.0,0.0,0.96,0.04,2.5365638e-35,1.0,2.6975867e-33,0.0,1.0,0.0
74.0,0.0,1.0,1.2821786750274835e-14,2.0,0.0,1.0,0.0,1.7568002e-33,1.0,6.3373775e-32,0.0,1.0,0.0
75.0,0.0,1.0,4.528132256903083e-16,2.0,0.0,0.94,0.06,1.5967195e-33,1.0,8.552503e-32,0.0,1.0,0.0
76.0,0.0,1.0,5.719651915618931e-16,2.0,0.02,0.94,0.04,1.947347e-33,1.0,8.845423e-32,0.0,1.0,0.0
77.0,0.0,1.0,9.1018891080576e-19,2.0,0.0,1.0,0.0,4.1376273e-33,1.0,1.4651217e-31,0.0,1.0,0.0
78.0,0.0,1.0,6.097124737024521e-16,2.0,0.0,0.98,0.02,1.3474994e-33,1.0,7.010236e-32,0.0,1.0,0.0
79.0,0.0,1.0,3.5220898378672317e-15,2.0,0.0,0.92,0.08,1.213877e-33,1.0,7.1987973e-32,0.0,1.0,0.0
80.0,0.0,1.0,7.948310677211815e-18,2.0,0.0,1.0,0.0,3.6807119999999997e-34,1.0,2.2579726e-32,0.0,0.98,0.02
81.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.034719e-35,1.0,5.6127393999999996e-33,0.0,1.0,0.0
82.0,0.0,1.0,3.1603543724609243e-17,2.0,0.0,1.0,0.0,1.6649302e-33,1.0,7.964879e-32,0.0,1.0,0.0
83.0,0.0,1.0,2.600547381603757e-12,2.0,0.0,1.0,0.0,2.7123453e-31,1.0,4.7058443e-30,0.0,1.0,0.0
84.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.1677444000000001e-32,1.0,3.6744468e-31,0.0,1.0,0.0
85.0,0.0,1.0,1.459958561032823e-17,2.0,0.0,0.98,0.02,7.20288e-35,1.0,5.7948404e-33,0.0,1.0,0.0
86.0,0.0,1.0,0.0,2.0,0.0,0.96,0.04,7.3833494e-34,1.0,5.399637e-32,0.0,0.96,0.04
87.0,0.0,1.0,4.9175253306237363e-14,2.0,0.02,0.94,0.04,9.422896e-35,1.0,7.1792414e-33,0.0,0.96,0.04
88.0,0.0,1.0,1.0445730743037221e-16,2.0,0.02,0.94,0.04,9.2853757e-35,1.0,6.382232e-33,0.0,0.98,0.02
89.0,0.0,1.0,3.08968548987619e-14,2.0,0.02,0.96,0.02,7.947718e-35,1.0,6.22042e-33,0.0,0.98,0.02
90.0,0.0,1.0,1.979020955986081e-19,2.0,0.02,0.98,0.0,2.559338e-34,1.0,1.7323047000000002e-32,0.0,0.98,0.02
91.0,0.0,1.0,0.0,2.0,0.02,0.96,0.02,6.3658926e-33,1.0,3.0829307e-31,0.0,1.0,0.0
92.0,0.0,1.0,2.1037455631700563e-12,2.0,0.0,1.0,0.0,4.878437e-35,1.0,4.6571730000000006e-33,0.0,1.0,0.0
93.0,0.0,1.0,0.0,2.0,0.02,0.98,0.0,1.7573422e-34,1.0,1.4737590000000002e-32,0.0,0.98,0.02
94.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0944352e-34,1.0,7.215262e-33,0.0,1.0,0.0
95.0,0.0,1.0,4.184163823726136e-16,2.0,0.0,0.92,0.08,1.3508182e-34,1.0,9.990381e-33,0.0,0.94,0.06
96.0,0.0,1.0,5.887259900089468e-18,2.0,0.0,0.98,0.02,5.1816934e-34,1.0,3.9522677000000004e-32,0.0,1.0,0.0
97.0,0.0,1.0,0.0,2.0,0.0,0.96,0.04,4.6107535e-33,1.0,1.9080383e-31,0.0,0.96,0.04
98.0,0.0,1.0,3.1829568759037827e-19,2.0,0.0,0.98,0.02,3.2654006e-33,1.0,1.3529089e-31,0.0,1.0,0.0
99.0,0.0,1.0,6.50308486463305e-16,2.0,0.0,1.0,0.0,1.1536154e-33,1.0,4.1093942e-32,0.0,1.0,0.0
100.0,0.0,1.0,1.4519693198045407e-16,2.0,0.0,1.0,0.0,1.9222596e-34,1.0,1.257835e-32,0.0,1.0,0.0
111.0,0.0,0.0,1.0,3.0,0.02,0.08,0.9,3.9981306e-21,1.3223937e-19,1.0,0.02,0.08,0.9
112.0,0.0,0.0,1.0,3.0,0.04,0.02,0.94,9.754431e-22,4.868045e-20,1.0,0.02,0.02,0.96
113.0,0.0,0.0,1.0,3.0,0.04,0.12,0.84,3.3209019999999996e-24,2.6865828e-22,1.0,0.02,0.14,0.84
114.0,0.0,0.0,1.0,3.0,0.04,0.04,0.92,1.2707758e-23,9.379243e-22,1.0,0.02,0.04,0.94
115.0,0.0,0.0,1.0,3.0,0.04,0.06,0.9,1.1531599e-22,8.820571e-21,1.0,0.0,0.1,0.9
116.0,0.0,0.0,1.0,3.0,0.04,0.04,0.92,3.1745514e-23,1.974407e-21,1.0,0.02,0.06,0.92
117.0,0.0,0.0,1.0,3.0,0.1,0.04,0.86,7.658886e-21,2.0560858e-19,1.0,0.04,0.08,0.88
118.0,0.0,0.0,1.0,3.0,0.02,0.06,0.92,4.0622960000000005e-23,3.1043422e-21,1.0,0.0,0.1,0.9
119.0,0.0,0.0,1.0,3.0,0.04,0.02,0.94,1.6033279e-20,6.4285319999999995e-19,1.0,0.04,0.02,0.94
120.0,0.0,0.0,1.0,3.0,0.04,0.06,0.9,1.2844814000000002e-22,1.1613279e-20,1.0,0.02,0.12,0.86
121.0,0.0,0.0,1.0,3.0,0.0,0.1,0.9,1.216507e-23,1.2224534000000001e-21,1.0,0.0,0.16,0.84
122.0,0.0,0.0,1.0,3.0,0.06,0.02,0.92,2.4122037e-19,3.7121297e-18,1.0,0.0,0.02,0.98
123.0,0.0,0.0,1.0,3.0,0.06,0.04,0.9,1.2907501600000001e-20,1.1803511e-18,1.0,0.02,0.06,0.92
124.0,0.0,0.0,1.0,3.0,0.06,0.04,0.9,1.0287739999999999e-19,2.7507396999999996e-18,1.0,0.0,0.08,0.92
125.0,0.0,0.0,1.0,3.0,0.04,0.06,0.9,1.3329349e-24,1.808716e-22,1.0,0.02,0.08,0.9
126.0,0.0,0.0,1.0,3.0,0.04,0.0,0.96,4.1071815e-26,2.5924963999999998e-23,1.0,0.0,0.1,0.9
127.0,0.0,0.0,1.0,3.0,0.02,0.08,0.9,7.799686e-25,1.0959125000000002e-22,1.0,0.0,0.12,0.88
128.0,0.0,0.0,1.0,3.0,0.06,0.06,0.88,1.8188239e-23,1.6790486e-21,1.0,0.0,0.14,0.86
129.0,0.0,0.0,1.0,3.0,0.04,0.06,0.9,1.0817563e-24,1.6254345e-22,1.0,0.0,0.16,0.84
130.0,0.0,0.0,1.0,3.0,0.04,0.06,0.9,1.1716074e-19,2.277192e-18,1.0,0.0,0.16,0.84
131.0,0.0,0.0,1.0,3.0,0.1,0.04,0.86,2.3070848e-27,1.730317e-24,1.0,0.04,0.08,0.88
132.0,0.0,0.0,1.0,3.0,0.02,0.04,0.94,3.345168e-20,1.0534928e-18,1.0,0.02,0.06,0.92
133.0,0.0,0.0,1.0,3.0,0.04,0.02,0.94,8.278171e-20,2.7629595999999996e-18,1.0,0.0,0.1,0.9
134.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,1.0812065999999998e-18,1.7064174e-17,1.0,0.06,0.08,0.86
135.0,0.0,0.0,1.0,3.0,0.08,0.06,0.86,2.4345602e-31,3.8128032e-28,1.0,0.02,0.12,0.86
136.0,0.0,0.0,1.0,3.0,0.02,0.06,0.92,1.6144112e-21,6.745783999999999e-20,1.0,0.04,0.06,0.9
137.0,0.0,0.0,1.0,3.0,0.0,0.02,0.98,2.4054542e-23,4.8265302e-21,1.0,0.0,0.06,0.94
138.0,0.0,0.0,1.0,3.0,0.12,0.06,0.82,9.022951000000001e-31,1.897778e-27,1.0,0.12,0.08,0.8
139.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,1.9747004e-29,3.063209e-26,1.0,0.04,0.04,0.92
140.0,0.0,0.0,1.0,3.0,0.06,0.0,0.94,7.892026e-23,4.568308e-21,1.0,0.0,0.02,0.98
141.0,0.0,0.0,1.0,3.0,0.08,0.02,0.9,2.8248687e-26,8.1973e-24,1.0,0.02,0.1,0.88
142.0,0.0,0.0,1.0,3.0,0.04,0.06,0.9,3.3448013999999997e-18,4.2952710000000005e-17,1.0,0.04,0.06,0.9
143.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,4.2887833999999996e-19,7.1672834e-18,1.0,0.0,0.12,0.88
144.0,0.0,0.0,1.0,3.0,0.06,0.04,0.9,5.146189000000001e-22,2.2275976e-20,1.0,0.02,0.08,0.9
145.0,0.0,0.0,1.0,3.0,0.06,0.04,0.9,3.5325596e-25,5.888102e-23,1.0,0.06,0.1,0.84
146.0,0.0,0.0,1.0,3.0,0.02,0.02,0.96,2.1311152000000004e-22,1.390792e-20,1.0,0.0,0.08,0.92
147.0,0.0,0.0,1.0,3.0,0.12,0.04,0.84,2.7067413e-25,4.8520752e-23,1.0,0.0,0.1,0.9
148.0,0.0,0.0,1.0,3.0,0.06,0.04,0.9,1.3011969999999998e-19,4.547954e-18,1.0,0.0,0.1,0.9
149.0,0.0,0.0,1.0,3.0,0.08,0.02,0.9,1.0692435e-23,7.231642700000001e-22,1.0,0.04,0.08,0.88
150.0,0.0,0.0,1.0,3.0,0.06,0.08,0.86,4.176241e-25,1.6256392e-22,1.0,0.02,0.16,0.82
