Units,CMGP_Cox_p1,CMGP_Cox_p2,CMGP_Cox_p3,Actual_Failure_Mode,DeepSurv_p1,DeepSurv_p2,DeepSurv_p3,DeepBranched_p1,DeepBranched_p2,DeepBranched_p3,NN_joint_p1,NN_joint_p2,NN_joint_p3
49.0,0.0,1.0,3.003272205036843e-15,2.0,0.0,0.92,0.08,1.0,7.1444917e-10,1.0966498e-27,0.0,1.0,0.0
50.0,0.0,1.0,3.479685793575796e-18,2.0,0.0,0.96,0.04,0.99999976,2.8841572e-07,1.2434119000000001e-26,0.0,0.96,0.04
51.0,0.0,1.0,6.376446862932662e-19,2.0,0.0,0.96,0.04,0.99999917,8.603603e-07,1.1039703e-25,0.0,1.0,0.0
52.0,0.0,1.0,7.057608218442879e-17,2.0,0.0,0.96,0.04,1.0,3.721244e-08,8.550143e-27,0.0,1.0,0.0
53.0,0.0,1.0,2.749477053157462e-17,2.0,0.04,0.88,0.08,0.9999964,3.6026806e-06,1.5498687e-25,0.0,1.0,0.0
54.0,0.0,1.0,4.4780362137734013e-17,2.0,0.0,1.0,0.0,1.0,5.6388716e-09,4.8104116e-28,0.0,1.0,0.0
55.0,0.0,1.0,7.959683583453805e-18,2.0,0.0,0.96,0.04,1.0,2.9433067e-09,4.0635897000000004e-27,0.0,0.96,0.04
56.0,0.0,1.0,1.4625451496383974e-20,2.0,0.0,0.92,0.08,0.9999957,4.320638e-06,1.6147143e-26,0.0,1.0,0.0
57.0,0.0,1.0,1.0256287853916855e-16,2.0,0.0,1.0,0.0,0.9999999,1.0257745e-07,3.8619474000000004e-26,0.0,1.0,0.0
58.0,0.0,1.0,9.4735883824955e-17,2.0,0.0,0.88,0.12,0.99999535,4.5963907e-06,3.9024046999999997e-25,0.0,0.96,0.04
59.0,0.0,1.0,4.2726319152043156e-16,2.0,0.0,0.92,0.08,0.9999987,1.2834787e-06,2.0638789e-26,0.0,0.96,0.04
60.0,0.0,1.0,1.3718206800551749e-15,2.0,0.0,0.92,0.08,1.0,1.16777645e-08,7.340044e-27,0.0,1.0,0.0
61.0,0.0,1.0,2.4088678169917054e-18,2.0,0.0,0.88,0.12,0.9999957,4.311911e-06,1.3111826e-25,0.0,0.92,0.08
62.0,0.0,1.0,0.0,2.0,0.0,0.96,0.04,0.9998789,0.000121103076,1.2360695999999998e-25,0.0,1.0,0.0
63.0,0.0,1.0,8.88571889665182e-18,2.0,0.0,0.92,0.08,0.9999999,8.7443105e-08,1.1608016600000001e-26,0.0,0.92,0.08
64.0,0.0,1.0,9.462960683267356e-19,2.0,0.0,0.96,0.04,0.99997556,2.4432018e-05,4.3181627e-26,0.0,0.96,0.04
65.0,0.0,1.0,1.3195169249578136e-15,2.0,0.0,1.0,0.0,1.0,7.669195e-09,8.364697000000001e-29,0.0,1.0,0.0
66.0,0.0,1.0,3.499767555091766e-16,2.0,0.0,1.0,0.0,1.0,8.03689e-10,9.464064e-29,0.0,0.96,0.04
67.0,0.0,1.0,0.0,2.0,0.0,0.92,0.08,0.99969816,0.00030183775,7.025732000000001e-25,0.0,0.96,0.04
68.0,0.0,1.0,5.602373189579979e-17,2.0,0.0,1.0,0.0,1.0,5.5700844e-09,1.0746964500000001e-27,0.0,0.96,0.04
69.0,0.0,1.0,1.0721970024705017e-16,2.0,0.0,1.0,0.0,1.0,9.645906e-10,3.2030196e-28,0.0,1.0,0.0
70.0,0.0,1.0,1.8701120311258524e-16,2.0,0.08,0.92,0.0,0.9999995,4.818336e-07,4.8308975e-27,0.0,0.96,0.04
71.0,0.0,1.0,0.0,2.0,0.0,0.96,0.04,0.9999976,2.4213502e-06,2.2335074000000002e-26,0.0,0.96,0.04
72.0,0.0,1.0,2.039801450171757e-15,2.0,0.0,0.88,0.12,1.0,1.06778986e-13,1.2735138e-29,0.0,0.96,0.04
73.0,0.0,1.0,2.8139381067106414e-15,2.0,0.0,0.92,0.08,0.9999956,4.4469148e-06,5.3508485e-26,0.0,1.0,0.0
74.0,0.0,1.0,1.2830576411168496e-14,2.0,0.0,1.0,0.0,1.0,1.3237084e-08,3.7683416000000004e-27,0.0,1.0,0.0
75.0,0.0,1.0,4.528067141245264e-16,2.0,0.0,0.88,0.12,0.99999976,1.8808188e-07,8.586553e-27,0.0,1.0,0.0
76.0,0.0,1.0,5.719570388697758e-16,2.0,0.04,0.88,0.08,0.99999976,2.623897e-07,1.08060825e-26,0.0,1.0,0.0
77.0,0.0,1.0,9.101759861086888e-19,2.0,0.0,1.0,0.0,1.0,1.4447169e-09,7.505424000000001e-28,0.0,1.0,0.0
78.0,0.0,1.0,6.097037386751836e-16,2.0,0.0,0.96,0.04,0.99993765,6.228668e-05,2.5326574e-25,0.0,1.0,0.0
79.0,0.0,1.0,3.5220396511651077e-15,2.0,0.0,0.84,0.16,0.9999962,3.8134422e-06,1.0809265e-25,0.0,1.0,0.0
80.0,0.0,1.0,7.949649882623537e-18,2.0,0.0,1.0,0.0,0.9999999,6.2716175e-08,1.937291e-27,0.0,0.96,0.04
81.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.7652525e-09,1.6655577e-27,0.0,1.0,0.0
82.0,0.0,1.0,3.1603093738356015e-17,2.0,0.0,1.0,0.0,0.99999833,1.6419084e-06,4.37023e-26,0.0,1.0,0.0
83.0,0.0,1.0,2.600510085049024e-12,2.0,0.0,1.0,0.0,1.0,3.0103017e-13,3.8811242000000004e-30,0.0,1.0,0.0
84.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.1622386e-09,3.5591874e-28,0.0,1.0,0.0
85.0,0.0,1.0,1.4599377160813865e-17,2.0,0.0,0.96,0.04,1.0,1.59522e-09,5.5221327e-28,0.0,1.0,0.0
86.0,0.0,1.0,0.0,2.0,0.0,0.92,0.08,0.99984753,0.00015241331,1.0116095e-24,0.0,0.92,0.08
87.0,0.0,1.0,4.9174555351088826e-14,2.0,0.04,0.88,0.08,1.0,3.4941503e-09,1.0680516e-26,0.0,0.92,0.08
88.0,0.0,1.0,1.044558185052696e-16,2.0,0.04,0.88,0.08,0.9998566,0.00014341855,2.2464384000000002e-24,0.0,0.96,0.04
89.0,0.0,1.0,3.0896411053497545e-14,2.0,0.04,0.92,0.04,0.9999765,2.3534298e-05,3.2763422e-25,0.0,0.96,0.04
90.0,0.0,1.0,1.9793555763932531e-19,2.0,0.04,0.96,0.0,1.0,1.442614e-08,7.384869e-27,0.0,0.96,0.04
91.0,0.0,1.0,0.0,2.0,0.04,0.92,0.04,1.0,8.568409e-09,2.1133641e-27,0.0,1.0,0.0
92.0,0.0,1.0,2.103715422349661e-12,2.0,0.0,1.0,0.0,0.9999974,2.575319e-06,2.3183913999999997e-25,0.0,1.0,0.0
93.0,0.0,1.0,0.0,2.0,0.04,0.96,0.0,1.0,1.202855e-08,1.2725785e-26,0.0,0.96,0.04
94.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.1506058e-10,2.0140264e-27,0.0,1.0,0.0
95.0,0.0,1.0,4.1841040020242364e-16,2.0,0.0,0.84,0.16,0.999998,2.0298032e-06,6.830581e-26,0.0,0.88,0.12
96.0,0.0,1.0,5.8888104501476994e-18,2.0,0.0,0.96,0.04,0.9999993,7.2352526e-07,4.8589173e-26,0.0,1.0,0.0
97.0,0.0,1.0,0.0,2.0,0.0,0.92,0.08,1.0,4.3227498e-08,1.5723172000000001e-27,0.0,0.92,0.08
98.0,0.0,1.0,3.183666958760871e-19,2.0,0.0,0.96,0.04,0.99975044,0.00024954116,4.6505450000000005e-25,0.0,1.0,0.0
99.0,0.0,1.0,6.502991691008852e-16,2.0,0.0,1.0,0.0,1.0,1.33775e-11,3.327729e-29,0.0,1.0,0.0
100.0,0.0,1.0,1.4519486733764514e-16,2.0,0.0,1.0,0.0,0.9999994,6.375688e-07,1.1248981000000001e-26,0.0,1.0,0.0
111.0,0.0,0.0,1.0,3.0,0.04,0.16,0.8,1.0,1.4243604e-20,2.5812753e-31,0.04,0.16,0.8
112.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,1.0,4.9068457e-19,4.2362518e-32,0.04,0.04,0.92
113.0,0.0,0.0,1.0,3.0,0.08,0.24,0.68,1.0,3.3588998e-21,4.915445e-34,0.04,0.28,0.68
114.0,0.0,0.0,1.0,3.0,0.08,0.08,0.84,1.0,3.4521979999999995e-20,2.779931e-31,0.04,0.08,0.88
115.0,0.0,0.0,1.0,3.0,0.08,0.12,0.8,1.0,6.9065233e-19,9.0095454e-29,0.0,0.16,0.84
116.0,0.0,0.0,1.0,3.0,0.08,0.08,0.84,1.0,1.3977077e-18,8.155627e-32,0.04,0.12,0.84
117.0,0.0,0.0,1.0,3.0,0.2,0.08,0.72,1.0,5.64234e-19,1.1521476000000001e-31,0.08,0.16,0.76
118.0,0.0,0.0,1.0,3.0,0.04,0.12,0.84,1.0,2.0724795e-20,8.8282895e-34,0.0,0.2,0.8
119.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,1.0,1.5722764999999998e-18,2.7520899e-28,0.08,0.04,0.88
120.0,0.0,0.0,1.0,3.0,0.08,0.12,0.8,1.0,1.2101835e-17,3.6130626e-33,0.04,0.24,0.72
121.0,0.0,0.0,1.0,3.0,0.0,0.2,0.8,1.0,1.4466978e-19,5.503135e-31,0.0,0.28,0.72
122.0,0.0,0.0,1.0,3.0,0.12,0.04,0.84,1.0,8.735123e-20,4.137523e-30,0.0,0.04,0.96
123.0,0.0,0.0,1.0,3.0,0.12,0.08,0.8,1.0,1.5145126e-20,4.860906e-33,0.04,0.12,0.84
124.0,0.0,0.0,1.0,3.0,0.12,0.08,0.8,1.0,3.3257422999999996e-18,2.0108296000000002e-30,0.0,0.16,0.84
125.0,0.0,0.0,1.0,3.0,0.08,0.12,0.8,1.0,8.263602e-18,4.188723e-30,0.04,0.16,0.8
126.0,0.0,0.0,1.0,3.0,0.08,0.0,0.92,1.0,6.6872654e-20,9.539758e-34,0.0,0.16,0.84
127.0,0.0,0.0,1.0,3.0,0.04,0.16,0.8,1.0,4.1012445e-20,7.898401000000001e-33,0.0,0.24,0.76
128.0,0.0,0.0,1.0,3.0,0.12,0.12,0.76,1.0,1.7661990999999998e-20,5.2879893e-33,0.0,0.28,0.72
129.0,0.0,0.0,1.0,3.0,0.08,0.12,0.8,1.0,1.9493818e-20,4.383042e-34,0.0,0.28,0.72
130.0,0.0,0.0,1.0,3.0,0.08,0.12,0.8,1.0,7.856919e-21,6.728341599999999e-33,0.0,0.28,0.72
131.0,0.0,0.0,1.0,3.0,0.2,0.08,0.72,1.0,7.1899263e-19,7.583252e-33,0.08,0.16,0.76
132.0,0.0,0.0,1.0,3.0,0.04,0.08,0.88,1.0,7.6361025e-21,9.274450000000001e-32,0.04,0.12,0.84
133.0,0.0,0.0,1.0,3.0,0.08,0.04,0.88,1.0,4.0818908e-20,3.5034122e-32,0.0,0.2,0.8
134.0,0.0,0.0,1.0,3.0,0.16,0.08,0.76,1.0,1.4717188999999998e-18,8.832071e-32,0.12,0.16,0.72
135.0,0.0,0.0,1.0,3.0,0.16,0.12,0.72,1.0,1.5832907999999998e-18,4.6563914e-33,0.04,0.2,0.76
136.0,0.0,0.0,1.0,3.0,0.04,0.12,0.84,1.0,9.737641999999999e-19,2.4625067e-31,0.08,0.12,0.8
137.0,0.0,0.0,1.0,3.0,0.0,0.04,0.96,1.0,1.8414719e-15,9.280852e-33,0.0,0.12,0.88
138.0,0.0,0.0,1.0,3.0,0.2,0.12,0.68,1.0,3.1199586e-18,1.9682736e-33,0.24,0.16,0.6
139.0,0.0,0.0,1.0,3.0,0.16,0.08,0.76,1.0,1.1238122e-21,2.9988623e-36,0.08,0.08,0.84
140.0,0.0,0.0,1.0,3.0,0.12,0.0,0.88,1.0,6.828605e-21,8.34301e-33,0.0,0.04,0.96
141.0,0.0,0.0,1.0,3.0,0.16,0.04,0.8,1.0,1.9352308999999998e-19,1.1287602e-31,0.04,0.2,0.76
142.0,0.0,0.0,1.0,3.0,0.08,0.12,0.8,1.0,1.5239107e-15,1.1153653e-27,0.08,0.12,0.8
143.0,0.0,0.0,1.0,3.0,0.16,0.08,0.76,1.0,3.3406554999999997e-19,5.892167e-31,0.0,0.24,0.76
144.0,0.0,0.0,1.0,3.0,0.12,0.08,0.8,1.0,6.142669e-20,2.3339537000000001e-32,0.04,0.16,0.8
145.0,0.0,0.0,1.0,3.0,0.12,0.08,0.8,1.0,2.971202e-22,2.1957488e-35,0.12,0.16,0.72
146.0,0.0,0.0,1.0,3.0,0.04,0.04,0.92,1.0,5.4058734999999997e-20,3.5164264e-32,0.0,0.16,0.84
147.0,0.0,0.0,1.0,3.0,0.24,0.08,0.68,1.0,3.8880212999999997e-19,8.280927e-33,0.0,0.16,0.84
148.0,0.0,0.0,1.0,3.0,0.12,0.08,0.8,1.0,7.92047e-22,3.7866593e-33,0.0,0.2,0.8
149.0,0.0,0.0,1.0,3.0,0.16,0.04,0.8,1.0,8.0795047e-19,6.419891e-31,0.08,0.16,0.76
150.0,0.0,0.0,1.0,3.0,0.12,0.16,0.72,1.0,5.95312e-17,3.756217e-33,0.04,0.28,0.68
